"region","year","contents","07459: Population, by region, year and contents"
"K-3432 Lesja","2002","Persons",2213
"K-3432 Lesja","2003","Persons",2219
"K-3432 Lesja","2004","Persons",2209
"K-3432 Lesja","2005","Persons",2184
"K-3432 Lesja","2006","Persons",2172
"K-3432 Lesja","2007","Persons",2150
"K-3432 Lesja","2008","Persons",2168
"K-3432 Lesja","2009","Persons",2170
"K-3432 Lesja","2010","Persons",2174
"K-3432 Lesja","2011","Persons",2197
"K-3432 Lesja","2012","Persons",2195
"K-3432 Lesja","2013","Persons",2145
"K-3432 Lesja","2014","Persons",2076
"K-3432 Lesja","2015","Persons",2059
"K-3432 Lesja","2016","Persons",2055
"K-3432 Lesja","2017","Persons",2048
"K-3432 Lesja","2018","Persons",2038
"K-3432 Lesja","2019","Persons",2009
"K-3432 Lesja","2020","Persons",1975
"K-3433 Skjaak","1986","Persons",2688
"K-3433 Skjaak","1987","Persons",2673
"K-3433 Skjaak","1988","Persons",2643
"K-3433 Skjaak","1989","Persons",2626
"K-3433 Skjaak","1990","Persons",2612
"K-3433 Skjaak","1991","Persons",2574
"K-3433 Skjaak","1992","Persons",2544
"K-3433 Skjaak","1993","Persons",2523
"K-3433 Skjaak","1994","Persons",2526
"K-3433 Skjaak","1995","Persons",2494
"K-3433 Skjaak","1996","Persons",2489
"K-3433 Skjaak","1997","Persons",2453
"K-3433 Skjaak","1998","Persons",2410
"K-3433 Skjaak","1999","Persons",2393
"K-3433 Skjaak","2000","Persons",2386
"K-3433 Skjaak","2001","Persons",2389
"K-3433 Skjaak","2002","Persons",2389
"K-3433 Skjaak","2003","Persons",2399
"K-3433 Skjaak","2004","Persons",2393
"K-3433 Skjaak","2005","Persons",2394
"K-3433 Skjaak","2006","Persons",2376
"K-3433 Skjaak","2007","Persons",2329
"K-3433 Skjaak","2008","Persons",2331
"K-3433 Skjaak","2009","Persons",2307
"K-3433 Skjaak","2010","Persons",2265
"K-3433 Skjaak","2011","Persons",2299
"K-3433 Skjaak","2012","Persons",2307
"K-3433 Skjaak","2013","Persons",2279
"K-3433 Skjaak","2014","Persons",2264
"K-3433 Skjaak","2015","Persons",2245
"K-3433 Skjaak","2016","Persons",2204
"K-3433 Skjaak","2017","Persons",2202
"K-3433 Skjaak","2018","Persons",2179
"K-3433 Skjaak","2019","Persons",2204
"K-3433 Skjaak","2020","Persons",2197
"K-3434 Lom","1986","Persons",2704
"K-3434 Lom","1987","Persons",2709
"K-3434 Lom","1988","Persons",2668
"K-3434 Lom","1989","Persons",2661
"K-3434 Lom","1990","Persons",2656
"K-3434 Lom","1991","Persons",2651
"K-3434 Lom","1992","Persons",2629
"K-3434 Lom","1993","Persons",2621
"K-3434 Lom","1994","Persons",2628
"K-3434 Lom","1995","Persons",2628
"K-3434 Lom","1996","Persons",2633
"K-3434 Lom","1997","Persons",2634
"K-3434 Lom","1998","Persons",2577
"K-3434 Lom","1999","Persons",2543
"K-3434 Lom","2000","Persons",2567
"K-3434 Lom","2001","Persons",2579
"K-3434 Lom","2002","Persons",2519
"K-3434 Lom","2003","Persons",2481
"K-3434 Lom","2004","Persons",2496
"K-3434 Lom","2005","Persons",2467
"K-3434 Lom","2006","Persons",2455
"K-3434 Lom","2007","Persons",2436
"K-3434 Lom","2008","Persons",2407
"K-3434 Lom","2009","Persons",2406
"K-3434 Lom","2010","Persons",2410
"K-3434 Lom","2011","Persons",2401
"K-3434 Lom","2012","Persons",2382
"K-3434 Lom","2013","Persons",2364
"K-3434 Lom","2014","Persons",2361
"K-3434 Lom","2015","Persons",2356
"K-3434 Lom","2016","Persons",2347
"K-3434 Lom","2017","Persons",2360
"K-3434 Lom","2018","Persons",2331
"K-3434 Lom","2019","Persons",2293
"K-3434 Lom","2020","Persons",2228
"K-3435 Vaagaa","1986","Persons",4101
"K-3435 Vaagaa","1987","Persons",4048
"K-3435 Vaagaa","1988","Persons",4047
"K-3435 Vaagaa","1989","Persons",4009
"K-3435 Vaagaa","1990","Persons",3974
"K-3435 Vaagaa","1991","Persons",3945
"K-3435 Vaagaa","1992","Persons",3915
"K-3435 Vaagaa","1993","Persons",3936
"K-3435 Vaagaa","1994","Persons",3924
"K-3435 Vaagaa","1995","Persons",3907
"K-3435 Vaagaa","1996","Persons",3918
"K-3435 Vaagaa","1997","Persons",3888
"K-3435 Vaagaa","1998","Persons",3868
"K-3435 Vaagaa","1999","Persons",3836
"K-3435 Vaagaa","2000","Persons",3818
"K-3435 Vaagaa","2001","Persons",3833
"K-3435 Vaagaa","2002","Persons",3813
"K-3435 Vaagaa","2003","Persons",3801
"K-3435 Vaagaa","2004","Persons",3800
"K-3435 Vaagaa","2005","Persons",3773
"K-3435 Vaagaa","2006","Persons",3766
"K-3435 Vaagaa","2007","Persons",3724
"K-3435 Vaagaa","2008","Persons",3717
"K-3435 Vaagaa","2009","Persons",3707
"K-3435 Vaagaa","2010","Persons",3722
"K-3435 Vaagaa","2011","Persons",3718
"K-3435 Vaagaa","2012","Persons",3739
"K-3435 Vaagaa","2013","Persons",3716
"K-3435 Vaagaa","2014","Persons",3686
"K-3435 Vaagaa","2015","Persons",3675
"K-3435 Vaagaa","2016","Persons",3664
"K-3435 Vaagaa","2017","Persons",3640
"K-3435 Vaagaa","2018","Persons",3638
"K-3435 Vaagaa","2019","Persons",3589
"K-3435 Vaagaa","2020","Persons",3570
"K-3436 Nord-Fron","1986","Persons",6271
"K-3436 Nord-Fron","1987","Persons",6233
"K-3436 Nord-Fron","1988","Persons",6229
"K-3436 Nord-Fron","1989","Persons",6274
"K-3436 Nord-Fron","1990","Persons",6192
"K-3436 Nord-Fron","1991","Persons",6167
"K-3436 Nord-Fron","1992","Persons",6173
"K-3436 Nord-Fron","1993","Persons",6109
"K-3436 Nord-Fron","1994","Persons",6094
"K-3436 Nord-Fron","1995","Persons",6102
"K-3436 Nord-Fron","1996","Persons",6039
"K-3436 Nord-Fron","1997","Persons",6002
"K-3436 Nord-Fron","1998","Persons",6003
"K-3436 Nord-Fron","1999","Persons",5978
"K-3436 Nord-Fron","2000","Persons",5953
"K-3436 Nord-Fron","2001","Persons",5948
"K-3436 Nord-Fron","2002","Persons",5886
"K-3436 Nord-Fron","2003","Persons",5890
"K-3436 Nord-Fron","2004","Persons",5926
"K-3436 Nord-Fron","2005","Persons",5896
"K-3436 Nord-Fron","2006","Persons",5843
"K-3436 Nord-Fron","2007","Persons",5790
"K-3436 Nord-Fron","2008","Persons",5793
"K-3436 Nord-Fron","2009","Persons",5800
"K-3436 Nord-Fron","2010","Persons",5800
"K-3436 Nord-Fron","2011","Persons",5834
"K-3436 Nord-Fron","2012","Persons",5830
"K-3436 Nord-Fron","2013","Persons",5827
"K-3436 Nord-Fron","2014","Persons",5765
"K-3436 Nord-Fron","2015","Persons",5754
"K-3436 Nord-Fron","2016","Persons",5741
"K-3436 Nord-Fron","2017","Persons",5723
"K-3436 Nord-Fron","2018","Persons",5728
"K-3436 Nord-Fron","2019","Persons",5742
"K-3436 Nord-Fron","2020","Persons",5723
"K-3437 Sel","1986","Persons",6578
"K-3437 Sel","1987","Persons",6535
"K-3437 Sel","1988","Persons",6502
"K-3437 Sel","1989","Persons",6445
"K-3437 Sel","1990","Persons",6391
"K-3437 Sel","1991","Persons",6381
"K-3437 Sel","1992","Persons",6352
"K-3437 Sel","1993","Persons",6341
"K-3437 Sel","1994","Persons",6366
"K-3437 Sel","1995","Persons",6338
"K-3437 Sel","1996","Persons",6322
"K-3437 Sel","1997","Persons",6299
"K-3437 Sel","1998","Persons",6284
"K-3437 Sel","1999","Persons",6231
"K-3437 Sel","2000","Persons",6273
"K-3437 Sel","2001","Persons",6228
"K-3437 Sel","2002","Persons",6162
"K-3437 Sel","2003","Persons",6102
"K-3437 Sel","2004","Persons",6088
"K-3437 Sel","2005","Persons",6059
"K-3437 Sel","2006","Persons",6083
"K-3437 Sel","2007","Persons",6099
"K-3437 Sel","2008","Persons",6005
"K-3437 Sel","2009","Persons",6015
"K-3437 Sel","2010","Persons",5999
"K-3437 Sel","2011","Persons",6004
"K-3437 Sel","2012","Persons",5992
"K-3437 Sel","2013","Persons",5952
"K-3437 Sel","2014","Persons",5974
"K-3437 Sel","2015","Persons",5965
"K-3437 Sel","2016","Persons",5935
"K-3437 Sel","2017","Persons",5916
"K-3437 Sel","2018","Persons",5872
"K-3437 Sel","2019","Persons",5789
"K-3437 Sel","2020","Persons",5739
"K-3438 Soer-Fron","1986","Persons",3531
"K-3438 Soer-Fron","1987","Persons",3526
"K-3438 Soer-Fron","1988","Persons",3488
"K-3438 Soer-Fron","1989","Persons",3490
"K-3438 Soer-Fron","1990","Persons",3486
"K-3438 Soer-Fron","1991","Persons",3493
"K-3438 Soer-Fron","1992","Persons",3486
"K-3438 Soer-Fron","1993","Persons",3462
"K-3438 Soer-Fron","1994","Persons",3464
"K-3438 Soer-Fron","1995","Persons",3430
"K-3438 Soer-Fron","1996","Persons",3404
"K-3438 Soer-Fron","1997","Persons",3382
"K-3438 Soer-Fron","1998","Persons",3355
"K-3438 Soer-Fron","1999","Persons",3364
"K-3438 Soer-Fron","2000","Persons",3322
"K-3438 Soer-Fron","2001","Persons",3337
"K-3438 Soer-Fron","2002","Persons",3323
"K-3438 Soer-Fron","2003","Persons",3335
"K-3438 Soer-Fron","2004","Persons",3292
"K-3438 Soer-Fron","2005","Persons",3271
"K-3438 Soer-Fron","2006","Persons",3231
"K-3438 Soer-Fron","2007","Persons",3199
"K-3438 Soer-Fron","2008","Persons",3170
"K-3438 Soer-Fron","2009","Persons",3183
"K-3438 Soer-Fron","2010","Persons",3175
"K-3438 Soer-Fron","2011","Persons",3212
"K-3438 Soer-Fron","2012","Persons",3208
"K-3438 Soer-Fron","2013","Persons",3193
"K-3438 Soer-Fron","2014","Persons",3191
"K-3438 Soer-Fron","2015","Persons",3204
"K-3438 Soer-Fron","2016","Persons",3154
"K-3438 Soer-Fron","2017","Persons",3163
"K-3438 Soer-Fron","2018","Persons",3146
"K-3438 Soer-Fron","2019","Persons",3127
"K-3438 Soer-Fron","2020","Persons",3119
"K-3439 Ringebu","1986","Persons",5235
"K-3439 Ringebu","1987","Persons",5200
"K-3439 Ringebu","1988","Persons",5212
"K-3439 Ringebu","1989","Persons",5203
"K-3439 Ringebu","1990","Persons",5200
"K-3439 Ringebu","1991","Persons",5182
"K-3439 Ringebu","1992","Persons",5160
"K-3439 Ringebu","1993","Persons",5050
"K-3439 Ringebu","1994","Persons",5021
"K-3439 Ringebu","1995","Persons",4960
"K-3439 Ringebu","1996","Persons",4889
"K-3439 Ringebu","1997","Persons",4863
"K-3439 Ringebu","1998","Persons",4840
"K-3439 Ringebu","1999","Persons",4799
"K-3439 Ringebu","2000","Persons",4752
"K-3439 Ringebu","2001","Persons",4736
"K-3439 Ringebu","2002","Persons",4692
"K-3439 Ringebu","2003","Persons",4644
"K-3439 Ringebu","2004","Persons",4611
"K-3439 Ringebu","2005","Persons",4586
"K-3439 Ringebu","2006","Persons",4566
"K-3439 Ringebu","2007","Persons",4557
"K-3439 Ringebu","2008","Persons",4532
"K-3439 Ringebu","2009","Persons",4537
"K-3439 Ringebu","2010","Persons",4540
"K-3439 Ringebu","2011","Persons",4556
"K-3439 Ringebu","2012","Persons",4561
"K-3439 Ringebu","2013","Persons",4496
"K-3439 Ringebu","2014","Persons",4495
"K-3439 Ringebu","2015","Persons",4459
"K-3439 Ringebu","2016","Persons",4462
"K-3439 Ringebu","2017","Persons",4502
"K-3439 Ringebu","2018","Persons",4454
"K-3439 Ringebu","2019","Persons",4425
"K-3439 Ringebu","2020","Persons",4392
"K-3440 Oeyer","1986","Persons",4507
"K-3440 Oeyer","1987","Persons",4470
"K-3440 Oeyer","1988","Persons",4548
"K-3440 Oeyer","1989","Persons",4430
"K-3440 Oeyer","1990","Persons",4521
"K-3440 Oeyer","1991","Persons",4586
"K-3440 Oeyer","1992","Persons",4601
"K-3440 Oeyer","1993","Persons",4630
"K-3440 Oeyer","1994","Persons",4688
"K-3440 Oeyer","1995","Persons",4706
"K-3440 Oeyer","1996","Persons",4715
"K-3440 Oeyer","1997","Persons",4752
"K-3440 Oeyer","1998","Persons",4866
"K-3440 Oeyer","1999","Persons",4842
"K-3440 Oeyer","2000","Persons",4859
"K-3440 Oeyer","2001","Persons",4843
"K-3440 Oeyer","2002","Persons",4924
"K-3440 Oeyer","2003","Persons",4891
"K-3440 Oeyer","2004","Persons",4870
"K-3440 Oeyer","2005","Persons",4840
"K-3440 Oeyer","2006","Persons",4854
"K-3440 Oeyer","2007","Persons",4893
"K-3440 Oeyer","2008","Persons",4929
"K-3440 Oeyer","2009","Persons",4917
"K-3440 Oeyer","2010","Persons",5002
"K-3440 Oeyer","2011","Persons",5092
"K-3440 Oeyer","2012","Persons",5095
"K-3440 Oeyer","2013","Persons",5102
"K-3440 Oeyer","2014","Persons",5090
"K-3440 Oeyer","2015","Persons",5065
"K-3440 Oeyer","2016","Persons",5072
"K-3440 Oeyer","2017","Persons",5082
"K-3440 Oeyer","2018","Persons",5130
"K-3440 Oeyer","2019","Persons",5119
"K-3440 Oeyer","2020","Persons",5100
"K-3441 Gausdal","1986","Persons",6511
"K-3441 Gausdal","1987","Persons",6483
"K-3441 Gausdal","1988","Persons",6467
"K-3441 Gausdal","1989","Persons",6493
"K-3441 Gausdal","1990","Persons",6492
"K-3441 Gausdal","1991","Persons",6448
"K-3441 Gausdal","1992","Persons",6391
"K-3441 Gausdal","1993","Persons",6337
"K-3441 Gausdal","1994","Persons",6317
"K-3441 Gausdal","1995","Persons",6341
"K-3441 Gausdal","1996","Persons",6262
"K-3441 Gausdal","1997","Persons",6237
"K-3441 Gausdal","1998","Persons",6223
"K-3441 Gausdal","1999","Persons",6227
"K-3441 Gausdal","2000","Persons",6186
"K-3441 Gausdal","2001","Persons",6200
"K-3441 Gausdal","2002","Persons",6192
"K-3441 Gausdal","2003","Persons",6189
"K-3441 Gausdal","2004","Persons",6186
"K-3441 Gausdal","2005","Persons",6175
"K-3441 Gausdal","2006","Persons",6202
"K-3441 Gausdal","2007","Persons",6114
"K-3441 Gausdal","2008","Persons",6129
"K-3441 Gausdal","2009","Persons",6091
"K-3441 Gausdal","2010","Persons",6142
"K-3441 Gausdal","2011","Persons",6141
"K-3441 Gausdal","2012","Persons",6160
"K-3441 Gausdal","2013","Persons",6141
"K-3441 Gausdal","2014","Persons",6237
"K-3441 Gausdal","2015","Persons",6210
"K-3441 Gausdal","2016","Persons",6227
"K-3441 Gausdal","2017","Persons",6204
"K-3441 Gausdal","2018","Persons",6148
"K-3441 Gausdal","2019","Persons",6112
"K-3441 Gausdal","2020","Persons",6106
"K-3442 Oestre Toten","1986","Persons",14114
"K-3442 Oestre Toten","1987","Persons",14119
"K-3442 Oestre Toten","1988","Persons",14179
"K-3442 Oestre Toten","1989","Persons",14288
"K-3442 Oestre Toten","1990","Persons",14303
"K-3442 Oestre Toten","1991","Persons",14314
"K-3442 Oestre Toten","1992","Persons",14216
"K-3442 Oestre Toten","1993","Persons",14199
"K-3442 Oestre Toten","1994","Persons",14187
"K-3442 Oestre Toten","1995","Persons",14258
"K-3442 Oestre Toten","1996","Persons",14172
"K-3442 Oestre Toten","1997","Persons",14076
"K-3442 Oestre Toten","1998","Persons",14040
"K-3442 Oestre Toten","1999","Persons",14021
"K-3442 Oestre Toten","2000","Persons",14103
"K-3442 Oestre Toten","2001","Persons",14148
"K-3442 Oestre Toten","2002","Persons",14167
"K-3442 Oestre Toten","2003","Persons",14649
"K-3442 Oestre Toten","2004","Persons",14657
"K-3442 Oestre Toten","2005","Persons",14604
"K-3442 Oestre Toten","2006","Persons",14453
"K-3442 Oestre Toten","2007","Persons",14389
"K-3442 Oestre Toten","2008","Persons",14459
"K-3442 Oestre Toten","2009","Persons",14464
"K-3442 Oestre Toten","2010","Persons",14518
"K-3442 Oestre Toten","2011","Persons",14604
"K-3442 Oestre Toten","2012","Persons",14747
"K-3442 Oestre Toten","2013","Persons",14766
"K-3442 Oestre Toten","2014","Persons",14777
"K-3442 Oestre Toten","2015","Persons",14796
"K-3442 Oestre Toten","2016","Persons",14906
"K-3442 Oestre Toten","2017","Persons",14887
"K-3442 Oestre Toten","2018","Persons",14888
"K-3442 Oestre Toten","2019","Persons",14948
"K-3442 Oestre Toten","2020","Persons",14973
"K-3443 Vestre Toten","1986","Persons",13563
"K-3443 Vestre Toten","1987","Persons",13511
"K-3443 Vestre Toten","1988","Persons",13504
"K-3443 Vestre Toten","1989","Persons",13404
"K-3443 Vestre Toten","1990","Persons",13325
"K-3443 Vestre Toten","1991","Persons",13358
"K-3443 Vestre Toten","1992","Persons",13302
"K-3443 Vestre Toten","1993","Persons",13156
"K-3443 Vestre Toten","1994","Persons",13115
"K-3443 Vestre Toten","1995","Persons",13067
"K-3443 Vestre Toten","1996","Persons",13029
"K-3443 Vestre Toten","1997","Persons",13036
"K-3443 Vestre Toten","1998","Persons",13040
"K-3443 Vestre Toten","1999","Persons",13068
"K-3443 Vestre Toten","2000","Persons",13065
"K-3443 Vestre Toten","2001","Persons",13135
"K-3443 Vestre Toten","2002","Persons",13169
"K-3443 Vestre Toten","2003","Persons",12627
"K-3443 Vestre Toten","2004","Persons",12597
"K-3443 Vestre Toten","2005","Persons",12546
"K-3443 Vestre Toten","2006","Persons",12599
"K-3443 Vestre Toten","2007","Persons",12610
"K-3443 Vestre Toten","2008","Persons",12635
"K-3443 Vestre Toten","2009","Persons",12714
"K-3443 Vestre Toten","2010","Persons",12770
"K-3443 Vestre Toten","2011","Persons",12803
"K-3443 Vestre Toten","2012","Persons",12928
"K-3443 Vestre Toten","2013","Persons",12999
"K-3443 Vestre Toten","2014","Persons",13075
"K-3443 Vestre Toten","2015","Persons",13152
"K-3443 Vestre Toten","2016","Persons",13180
"K-3443 Vestre Toten","2017","Persons",13179
"K-3443 Vestre Toten","2018","Persons",13314
"K-3443 Vestre Toten","2019","Persons",13384
"K-3443 Vestre Toten","2020","Persons",13427
"K-3446 Gran","1986","Persons",12469
"K-3446 Gran","1987","Persons",12486
"K-3446 Gran","1988","Persons",12583
"K-3446 Gran","1989","Persons",12599
"K-3446 Gran","1990","Persons",12561
"K-3446 Gran","1991","Persons",12626
"K-3446 Gran","1992","Persons",12631
"K-3446 Gran","1993","Persons",12575
"K-3446 Gran","1994","Persons",12569
"K-3446 Gran","1995","Persons",12533
"K-3446 Gran","1996","Persons",12541
"K-3446 Gran","1997","Persons",12570
"K-3446 Gran","1998","Persons",12635
"K-3446 Gran","1999","Persons",12724
"K-3446 Gran","2000","Persons",12877
"K-3446 Gran","2001","Persons",13011
"K-3446 Gran","2002","Persons",13038
"K-3446 Gran","2003","Persons",13085
"K-3446 Gran","2004","Persons",13095
"K-3446 Gran","2005","Persons",13010
"K-3446 Gran","2006","Persons",13066
"K-3446 Gran","2007","Persons",13110
"K-3446 Gran","2008","Persons",13189
"K-3446 Gran","2009","Persons",13217
"K-3446 Gran","2010","Persons",13363
"K-3446 Gran","2011","Persons",13434
"K-3446 Gran","2012","Persons",13493
"K-3446 Gran","2013","Persons",13550
"K-3446 Gran","2014","Persons",13607
"K-3446 Gran","2015","Persons",13685
"K-3446 Gran","2016","Persons",13695
"K-3446 Gran","2017","Persons",13707
"K-3446 Gran","2018","Persons",13770
"K-3446 Gran","2019","Persons",13642
"K-3446 Gran","2020","Persons",13630
"K-3447 Soendre Land","1986","Persons",6282
"K-3447 Soendre Land","1987","Persons",6305
"K-3447 Soendre Land","1988","Persons",6341
"K-3447 Soendre Land","1989","Persons",6337
"K-3447 Soendre Land","1990","Persons",6344
"K-3447 Soendre Land","1991","Persons",6305
"K-3447 Soendre Land","1992","Persons",6300
"K-3447 Soendre Land","1993","Persons",6284
"K-3447 Soendre Land","1994","Persons",6271
"K-3447 Soendre Land","1995","Persons",6231
"K-3447 Soendre Land","1996","Persons",6200
"K-3447 Soendre Land","1997","Persons",6151
"K-3447 Soendre Land","1998","Persons",6069
"K-3447 Soendre Land","1999","Persons",6048
"K-3447 Soendre Land","2000","Persons",6073
"K-3447 Soendre Land","2001","Persons",6100
"K-3447 Soendre Land","2002","Persons",6096
"K-3447 Soendre Land","2003","Persons",6127
"K-3447 Soendre Land","2004","Persons",6042
"K-3447 Soendre Land","2005","Persons",6008
"K-3447 Soendre Land","2006","Persons",5977
"K-3447 Soendre Land","2007","Persons",5932
"K-3447 Soendre Land","2008","Persons",5853
"K-3447 Soendre Land","2009","Persons",5797
"K-3447 Soendre Land","2010","Persons",5811
"K-3447 Soendre Land","2011","Persons",5837
"K-3447 Soendre Land","2012","Persons",5761
"K-3447 Soendre Land","2013","Persons",5703
"K-3447 Soendre Land","2014","Persons",5701
"K-3447 Soendre Land","2015","Persons",5772
"K-3447 Soendre Land","2016","Persons",5758
"K-3447 Soendre Land","2017","Persons",5717
"K-3447 Soendre Land","2018","Persons",5650
"K-3447 Soendre Land","2019","Persons",5623
"K-3447 Soendre Land","2020","Persons",5617
"K-3448 Nordre Land","1986","Persons",7019
"K-3448 Nordre Land","1987","Persons",7022
"K-3448 Nordre Land","1988","Persons",7027
"K-3448 Nordre Land","1989","Persons",7009
"K-3448 Nordre Land","1990","Persons",7028
"K-3448 Nordre Land","1991","Persons",7038
"K-3448 Nordre Land","1992","Persons",7016
"K-3448 Nordre Land","1993","Persons",6981
"K-3448 Nordre Land","1994","Persons",6962
"K-3448 Nordre Land","1995","Persons",7032
"K-3448 Nordre Land","1996","Persons",7038
"K-3448 Nordre Land","1997","Persons",7010
"K-3448 Nordre Land","1998","Persons",6952
"K-3448 Nordre Land","1999","Persons",6967
"K-3448 Nordre Land","2000","Persons",6950
"K-3448 Nordre Land","2001","Persons",6909
"K-3448 Nordre Land","2002","Persons",6892
"K-3448 Nordre Land","2003","Persons",6878
"K-3448 Nordre Land","2004","Persons",6916
"K-3448 Nordre Land","2005","Persons",6847
"K-3448 Nordre Land","2006","Persons",6737
"K-3448 Nordre Land","2007","Persons",6720
"K-3448 Nordre Land","2008","Persons",6636
"K-3448 Nordre Land","2009","Persons",6680
"K-3448 Nordre Land","2010","Persons",6672
"K-3448 Nordre Land","2011","Persons",6716
"K-3448 Nordre Land","2012","Persons",6768
"K-3448 Nordre Land","2013","Persons",6758
"K-3448 Nordre Land","2014","Persons",6700
"K-3448 Nordre Land","2015","Persons",6740
"K-3448 Nordre Land","2016","Persons",6751
"K-3448 Nordre Land","2017","Persons",6773
"K-3448 Nordre Land","2018","Persons",6750
"K-3448 Nordre Land","2019","Persons",6671
"K-3448 Nordre Land","2020","Persons",6633
"K-3449 Soer-Aurdal","1986","Persons",3663
"K-3449 Soer-Aurdal","1987","Persons",3618
"K-3449 Soer-Aurdal","1988","Persons",3613
"K-3449 Soer-Aurdal","1989","Persons",3599
"K-3449 Soer-Aurdal","1990","Persons",3568
"K-3449 Soer-Aurdal","1991","Persons",3549
"K-3449 Soer-Aurdal","1992","Persons",3551
"K-3449 Soer-Aurdal","1993","Persons",3530
"K-3449 Soer-Aurdal","1994","Persons",3550
"K-3449 Soer-Aurdal","1995","Persons",3557
"K-3449 Soer-Aurdal","1996","Persons",3486
"K-3449 Soer-Aurdal","1997","Persons",3455
"K-3449 Soer-Aurdal","1998","Persons",3443
"K-3449 Soer-Aurdal","1999","Persons",3410
"K-3449 Soer-Aurdal","2000","Persons",3389
"K-3449 Soer-Aurdal","2001","Persons",3367
"K-3449 Soer-Aurdal","2002","Persons",3352
"K-3449 Soer-Aurdal","2003","Persons",3326
"K-3449 Soer-Aurdal","2004","Persons",3251
"K-3449 Soer-Aurdal","2005","Persons",3265
"K-3449 Soer-Aurdal","2006","Persons",3243
"K-3449 Soer-Aurdal","2007","Persons",3194
"K-3449 Soer-Aurdal","2008","Persons",3176
"K-3449 Soer-Aurdal","2009","Persons",3204
"K-3449 Soer-Aurdal","2010","Persons",3186
"K-3449 Soer-Aurdal","2011","Persons",3164
"K-3449 Soer-Aurdal","2012","Persons",3154
"K-3449 Soer-Aurdal","2013","Persons",3147
"K-3449 Soer-Aurdal","2014","Persons",3133
"K-3449 Soer-Aurdal","2015","Persons",3094
"K-3449 Soer-Aurdal","2016","Persons",3058
"K-3449 Soer-Aurdal","2017","Persons",3026
"K-3449 Soer-Aurdal","2018","Persons",3014
"K-3449 Soer-Aurdal","2019","Persons",2981
"K-3449 Soer-Aurdal","2020","Persons",2954
"K-3450 Etnedal","1986","Persons",1690
"K-3450 Etnedal","1987","Persons",1657
"K-3450 Etnedal","1988","Persons",1616
"K-3450 Etnedal","1989","Persons",1602
"K-3450 Etnedal","1990","Persons",1580
"K-3450 Etnedal","1991","Persons",1565
"K-3450 Etnedal","1992","Persons",1536
"K-3450 Etnedal","1993","Persons",1509
"K-3450 Etnedal","1994","Persons",1512
"K-3450 Etnedal","1995","Persons",1501
"K-3450 Etnedal","1996","Persons",1461
"K-3450 Etnedal","1997","Persons",1431
"K-3450 Etnedal","1998","Persons",1410
"K-3450 Etnedal","1999","Persons",1403
"K-3450 Etnedal","2000","Persons",1401
"K-3450 Etnedal","2001","Persons",1418
"K-3450 Etnedal","2002","Persons",1431
"K-3450 Etnedal","2003","Persons",1427
"K-3450 Etnedal","2004","Persons",1410
"K-3450 Etnedal","2005","Persons",1397
"K-3450 Etnedal","2006","Persons",1389
"K-3450 Etnedal","2007","Persons",1394
"K-3450 Etnedal","2008","Persons",1388
"K-3450 Etnedal","2009","Persons",1380
"K-3450 Etnedal","2010","Persons",1389
"K-3450 Etnedal","2011","Persons",1388
"K-3450 Etnedal","2012","Persons",1408
"K-3450 Etnedal","2013","Persons",1399
"K-3450 Etnedal","2014","Persons",1408
"K-3450 Etnedal","2015","Persons",1402
"K-3450 Etnedal","2016","Persons",1321
"K-3450 Etnedal","2017","Persons",1351
"K-3450 Etnedal","2018","Persons",1352
"K-3450 Etnedal","2019","Persons",1305
"K-3450 Etnedal","2020","Persons",1279
"K-3451 Nord-Aurdal","1986","Persons",6560
"K-3451 Nord-Aurdal","1987","Persons",6541
"K-3451 Nord-Aurdal","1988","Persons",6627
"K-3451 Nord-Aurdal","1989","Persons",6632
"K-3451 Nord-Aurdal","1990","Persons",6573
"K-3451 Nord-Aurdal","1991","Persons",6515
"K-3451 Nord-Aurdal","1992","Persons",6520
"K-3451 Nord-Aurdal","1993","Persons",6526
"K-3451 Nord-Aurdal","1994","Persons",6601
"K-3451 Nord-Aurdal","1995","Persons",6552
"K-3451 Nord-Aurdal","1996","Persons",6570
"K-3451 Nord-Aurdal","1997","Persons",6514
"K-3451 Nord-Aurdal","1998","Persons",6504
"K-3451 Nord-Aurdal","1999","Persons",6527
"K-3451 Nord-Aurdal","2000","Persons",6560
"K-3451 Nord-Aurdal","2001","Persons",6541
"K-3451 Nord-Aurdal","2002","Persons",6538
"K-3451 Nord-Aurdal","2003","Persons",6567
"K-3451 Nord-Aurdal","2004","Persons",6539
"K-3451 Nord-Aurdal","2005","Persons",6442
"K-3451 Nord-Aurdal","2006","Persons",6425
"K-3451 Nord-Aurdal","2007","Persons",6388
"K-3451 Nord-Aurdal","2008","Persons",6436
"K-3451 Nord-Aurdal","2009","Persons",6451
"K-3451 Nord-Aurdal","2010","Persons",6415
"K-3451 Nord-Aurdal","2011","Persons",6402
"K-3451 Nord-Aurdal","2012","Persons",6428
"K-3451 Nord-Aurdal","2013","Persons",6396
"K-3451 Nord-Aurdal","2014","Persons",6417
"K-3451 Nord-Aurdal","2015","Persons",6466
"K-3451 Nord-Aurdal","2016","Persons",6458
"K-3451 Nord-Aurdal","2017","Persons",6490
"K-3451 Nord-Aurdal","2018","Persons",6443
"K-3451 Nord-Aurdal","2019","Persons",6418
"K-3451 Nord-Aurdal","2020","Persons",6413
"K-3452 Vestre Slidre","1986","Persons",2470
