"region","year","contents","07459: Population, by region, year and contents"
"K-3452 Vestre Slidre","1987","Persons",2404
"K-3452 Vestre Slidre","1988","Persons",2548
"K-3452 Vestre Slidre","1989","Persons",2516
"K-3452 Vestre Slidre","1990","Persons",2525
"K-3452 Vestre Slidre","1991","Persons",2529
"K-3452 Vestre Slidre","1992","Persons",2576
"K-3452 Vestre Slidre","1993","Persons",2523
"K-3452 Vestre Slidre","1994","Persons",2551
"K-3452 Vestre Slidre","1995","Persons",2458
"K-3452 Vestre Slidre","1996","Persons",2387
"K-3452 Vestre Slidre","1997","Persons",2343
"K-3452 Vestre Slidre","1998","Persons",2314
"K-3452 Vestre Slidre","1999","Persons",2272
"K-3452 Vestre Slidre","2000","Persons",2282
"K-3452 Vestre Slidre","2001","Persons",2295
"K-3452 Vestre Slidre","2002","Persons",2269
"K-3452 Vestre Slidre","2003","Persons",2282
"K-3452 Vestre Slidre","2004","Persons",2304
"K-3452 Vestre Slidre","2005","Persons",2245
"K-3452 Vestre Slidre","2006","Persons",2217
"K-3452 Vestre Slidre","2007","Persons",2212
"K-3452 Vestre Slidre","2008","Persons",2217
"K-3452 Vestre Slidre","2009","Persons",2194
"K-3452 Vestre Slidre","2010","Persons",2225
"K-3452 Vestre Slidre","2011","Persons",2217
"K-3452 Vestre Slidre","2012","Persons",2232
"K-3452 Vestre Slidre","2013","Persons",2219
"K-3452 Vestre Slidre","2014","Persons",2187
"K-3452 Vestre Slidre","2015","Persons",2180
"K-3452 Vestre Slidre","2016","Persons",2168
"K-3452 Vestre Slidre","2017","Persons",2114
"K-3452 Vestre Slidre","2018","Persons",2139
"K-3452 Vestre Slidre","2019","Persons",2135
"K-3452 Vestre Slidre","2020","Persons",2125
"K-3453 Oeystre Slidre","1986","Persons",3074
"K-3453 Oeystre Slidre","1987","Persons",3082
"K-3453 Oeystre Slidre","1988","Persons",3092
"K-3453 Oeystre Slidre","1989","Persons",3100
"K-3453 Oeystre Slidre","1990","Persons",3120
"K-3453 Oeystre Slidre","1991","Persons",3107
"K-3453 Oeystre Slidre","1992","Persons",3117
"K-3453 Oeystre Slidre","1993","Persons",3125
"K-3453 Oeystre Slidre","1994","Persons",3100
"K-3453 Oeystre Slidre","1995","Persons",3088
"K-3453 Oeystre Slidre","1996","Persons",3094
"K-3453 Oeystre Slidre","1997","Persons",3089
"K-3453 Oeystre Slidre","1998","Persons",3073
"K-3453 Oeystre Slidre","1999","Persons",3047
"K-3453 Oeystre Slidre","2000","Persons",3060
"K-3453 Oeystre Slidre","2001","Persons",3075
"K-3453 Oeystre Slidre","2002","Persons",3061
"K-3453 Oeystre Slidre","2003","Persons",3089
"K-3453 Oeystre Slidre","2004","Persons",3116
"K-3453 Oeystre Slidre","2005","Persons",3114
"K-3453 Oeystre Slidre","2006","Persons",3137
"K-3453 Oeystre Slidre","2007","Persons",3166
"K-3453 Oeystre Slidre","2008","Persons",3176
"K-3453 Oeystre Slidre","2009","Persons",3181
"K-3453 Oeystre Slidre","2010","Persons",3216
"K-3453 Oeystre Slidre","2011","Persons",3171
"K-3453 Oeystre Slidre","2012","Persons",3174
"K-3453 Oeystre Slidre","2013","Persons",3197
"K-3453 Oeystre Slidre","2014","Persons",3206
"K-3453 Oeystre Slidre","2015","Persons",3199
"K-3453 Oeystre Slidre","2016","Persons",3220
"K-3453 Oeystre Slidre","2017","Persons",3248
"K-3453 Oeystre Slidre","2018","Persons",3221
"K-3453 Oeystre Slidre","2019","Persons",3208
"K-3453 Oeystre Slidre","2020","Persons",3229
"K-3454 Vang","1986","Persons",1752
"K-3454 Vang","1987","Persons",1748
"K-3454 Vang","1988","Persons",1947
"K-3454 Vang","1989","Persons",1897
"K-3454 Vang","1990","Persons",1817
"K-3454 Vang","1991","Persons",1784
"K-3454 Vang","1992","Persons",1737
"K-3454 Vang","1993","Persons",1728
"K-3454 Vang","1994","Persons",1745
"K-3454 Vang","1995","Persons",1711
"K-3454 Vang","1996","Persons",1689
"K-3454 Vang","1997","Persons",1671
"K-3454 Vang","1998","Persons",1646
"K-3454 Vang","1999","Persons",1633
"K-3454 Vang","2000","Persons",1675
"K-3454 Vang","2001","Persons",1677
"K-3454 Vang","2002","Persons",1641
"K-3454 Vang","2003","Persons",1636
"K-3454 Vang","2004","Persons",1616
"K-3454 Vang","2005","Persons",1613
"K-3454 Vang","2006","Persons",1624
"K-3454 Vang","2007","Persons",1591
"K-3454 Vang","2008","Persons",1582
"K-3454 Vang","2009","Persons",1583
"K-3454 Vang","2010","Persons",1590
"K-3454 Vang","2011","Persons",1591
"K-3454 Vang","2012","Persons",1617
"K-3454 Vang","2013","Persons",1597
"K-3454 Vang","2014","Persons",1602
"K-3454 Vang","2015","Persons",1619
"K-3454 Vang","2016","Persons",1590
"K-3454 Vang","2017","Persons",1596
"K-3454 Vang","2018","Persons",1601
"K-3454 Vang","2019","Persons",1610
"K-3454 Vang","2020","Persons",1578
"K-3801 Horten","1986","Persons",21984
"K-3801 Horten","1987","Persons",22092
"K-3801 Horten","1988","Persons",22228
"K-3801 Horten","1989","Persons",22353
"K-3801 Horten","1990","Persons",22507
"K-3801 Horten","1991","Persons",22550
"K-3801 Horten","1992","Persons",22685
"K-3801 Horten","1993","Persons",22795
"K-3801 Horten","1994","Persons",22805
"K-3801 Horten","1995","Persons",22945
"K-3801 Horten","1996","Persons",23156
"K-3801 Horten","1997","Persons",23228
"K-3801 Horten","1998","Persons",23479
"K-3801 Horten","1999","Persons",23582
"K-3801 Horten","2000","Persons",23764
"K-3801 Horten","2001","Persons",24049
"K-3801 Horten","2002","Persons",24302
"K-3801 Horten","2003","Persons",24557
"K-3801 Horten","2004","Persons",24671
"K-3801 Horten","2005","Persons",24768
"K-3801 Horten","2006","Persons",24871
"K-3801 Horten","2007","Persons",25011
"K-3801 Horten","2008","Persons",25098
"K-3801 Horten","2009","Persons",25471
"K-3801 Horten","2010","Persons",25678
"K-3801 Horten","2011","Persons",26036
"K-3801 Horten","2012","Persons",26307
"K-3801 Horten","2013","Persons",26595
"K-3801 Horten","2014","Persons",26751
"K-3801 Horten","2015","Persons",26903
"K-3801 Horten","2016","Persons",27178
"K-3801 Horten","2017","Persons",27202
"K-3801 Horten","2018","Persons",27317
"K-3801 Horten","2019","Persons",27334
"K-3801 Horten","2020","Persons",27351
"K-3802 Holmestrand","1986","Persons",18412
"K-3802 Holmestrand","1987","Persons",18420
"K-3802 Holmestrand","1988","Persons",18569
"K-3802 Holmestrand","1989","Persons",18714
"K-3802 Holmestrand","1990","Persons",18789
"K-3802 Holmestrand","1991","Persons",18853
"K-3802 Holmestrand","1992","Persons",18816
"K-3802 Holmestrand","1993","Persons",18841
"K-3802 Holmestrand","1994","Persons",18894
"K-3802 Holmestrand","1995","Persons",18935
"K-3802 Holmestrand","1996","Persons",18942
"K-3802 Holmestrand","1997","Persons",19077
"K-3802 Holmestrand","1998","Persons",19237
"K-3802 Holmestrand","1999","Persons",19427
"K-3802 Holmestrand","2000","Persons",19652
"K-3802 Holmestrand","2001","Persons",19832
"K-3802 Holmestrand","2002","Persons",19983
"K-3802 Holmestrand","2003","Persons",20080
"K-3802 Holmestrand","2004","Persons",20137
"K-3802 Holmestrand","2005","Persons",20342
"K-3802 Holmestrand","2006","Persons",20473
"K-3802 Holmestrand","2007","Persons",20652
"K-3802 Holmestrand","2008","Persons",20925
"K-3802 Holmestrand","2009","Persons",21236
"K-3802 Holmestrand","2010","Persons",21432
"K-3802 Holmestrand","2011","Persons",21754
"K-3802 Holmestrand","2012","Persons",21979
"K-3802 Holmestrand","2013","Persons",22245
"K-3802 Holmestrand","2014","Persons",22583
"K-3802 Holmestrand","2015","Persons",22924
"K-3802 Holmestrand","2016","Persons",23201
"K-3802 Holmestrand","2017","Persons",23533
"K-3802 Holmestrand","2018","Persons",23938
"K-3802 Holmestrand","2019","Persons",24275
"K-3802 Holmestrand","2020","Persons",24699
"K-3803 Toensberg","1986","Persons",37761
"K-3803 Toensberg","1987","Persons",37948
"K-3803 Toensberg","1988","Persons",38077
"K-3803 Toensberg","1989","Persons",38268
"K-3803 Toensberg","1990","Persons",38610
"K-3803 Toensberg","1991","Persons",38938
"K-3803 Toensberg","1992","Persons",39219
"K-3803 Toensberg","1993","Persons",39812
"K-3803 Toensberg","1994","Persons",40180
"K-3803 Toensberg","1995","Persons",40444
"K-3803 Toensberg","1996","Persons",40756
"K-3803 Toensberg","1997","Persons",41265
"K-3803 Toensberg","1998","Persons",41813
"K-3803 Toensberg","1999","Persons",42433
"K-3803 Toensberg","2000","Persons",42652
"K-3803 Toensberg","2001","Persons",43183
"K-3803 Toensberg","2002","Persons",43498
"K-3803 Toensberg","2003","Persons",43767
"K-3803 Toensberg","2004","Persons",44240
"K-3803 Toensberg","2005","Persons",44634
"K-3803 Toensberg","2006","Persons",45162
"K-3803 Toensberg","2007","Persons",45814
"K-3803 Toensberg","2008","Persons",46836
"K-3803 Toensberg","2009","Persons",47441
"K-3803 Toensberg","2010","Persons",48077
"K-3803 Toensberg","2011","Persons",48579
"K-3803 Toensberg","2012","Persons",49613
"K-3803 Toensberg","2013","Persons",50233
"K-3803 Toensberg","2014","Persons",50694
"K-3803 Toensberg","2015","Persons",51173
"K-3803 Toensberg","2016","Persons",51637
"K-3803 Toensberg","2017","Persons",54408
"K-3803 Toensberg","2018","Persons",54981
"K-3803 Toensberg","2019","Persons",55706
"K-3803 Toensberg","2020","Persons",56293
"K-3804 Sandefjord","1986","Persons",47936
"K-3804 Sandefjord","1987","Persons",48376
"K-3804 Sandefjord","1988","Persons",48619
"K-3804 Sandefjord","1989","Persons",49060
"K-3804 Sandefjord","1990","Persons",49082
"K-3804 Sandefjord","1991","Persons",49518
"K-3804 Sandefjord","1992","Persons",49827
"K-3804 Sandefjord","1993","Persons",50122
"K-3804 Sandefjord","1994","Persons",50389
"K-3804 Sandefjord","1995","Persons",50751
"K-3804 Sandefjord","1996","Persons",51152
"K-3804 Sandefjord","1997","Persons",51534
"K-3804 Sandefjord","1998","Persons",52260
"K-3804 Sandefjord","1999","Persons",52824
"K-3804 Sandefjord","2000","Persons",53552
"K-3804 Sandefjord","2001","Persons",54176
"K-3804 Sandefjord","2002","Persons",54717
"K-3804 Sandefjord","2003","Persons",55580
"K-3804 Sandefjord","2004","Persons",56008
"K-3804 Sandefjord","2005","Persons",56386
"K-3804 Sandefjord","2006","Persons",56829
"K-3804 Sandefjord","2007","Persons",57279
"K-3804 Sandefjord","2008","Persons",58050
"K-3804 Sandefjord","2009","Persons",58761
"K-3804 Sandefjord","2010","Persons",59414
"K-3804 Sandefjord","2011","Persons",60149
"K-3804 Sandefjord","2012","Persons",60776
"K-3804 Sandefjord","2013","Persons",61573
"K-3804 Sandefjord","2014","Persons",62204
"K-3804 Sandefjord","2015","Persons",62647
"K-3804 Sandefjord","2016","Persons",63414
"K-3804 Sandefjord","2017","Persons",62019
"K-3804 Sandefjord","2018","Persons",62615
"K-3804 Sandefjord","2019","Persons",63271
"K-3804 Sandefjord","2020","Persons",63764
"K-3805 Larvik","1986","Persons",39109
"K-3805 Larvik","1987","Persons",39398
"K-3805 Larvik","1988","Persons",39883
"K-3805 Larvik","1989","Persons",40177
"K-3805 Larvik","1990","Persons",40425
"K-3805 Larvik","1991","Persons",40627
"K-3805 Larvik","1992","Persons",40953
"K-3805 Larvik","1993","Persons",41089
"K-3805 Larvik","1994","Persons",41205
"K-3805 Larvik","1995","Persons",41361
"K-3805 Larvik","1996","Persons",41426
"K-3805 Larvik","1997","Persons",41700
"K-3805 Larvik","1998","Persons",42078
"K-3805 Larvik","1999","Persons",42416
"K-3805 Larvik","2000","Persons",42765
"K-3805 Larvik","2001","Persons",43092
"K-3805 Larvik","2002","Persons",43181
"K-3805 Larvik","2003","Persons",43283
"K-3805 Larvik","2004","Persons",43376
"K-3805 Larvik","2005","Persons",43561
"K-3805 Larvik","2006","Persons",43656
"K-3805 Larvik","2007","Persons",43784
"K-3805 Larvik","2008","Persons",44106
"K-3805 Larvik","2009","Persons",44503
"K-3805 Larvik","2010","Persons",44821
"K-3805 Larvik","2011","Persons",45058
"K-3805 Larvik","2012","Persons",45360
"K-3805 Larvik","2013","Persons",45567
"K-3805 Larvik","2014","Persons",45718
"K-3805 Larvik","2015","Persons",45969
"K-3805 Larvik","2016","Persons",46341
"K-3805 Larvik","2017","Persons",46557
"K-3805 Larvik","2018","Persons",46801
"K-3805 Larvik","2019","Persons",47107
"K-3805 Larvik","2020","Persons",47204
"K-3806 Porsgrunn","1986","Persons",31317
"K-3806 Porsgrunn","1987","Persons",31294
"K-3806 Porsgrunn","1988","Persons",31249
"K-3806 Porsgrunn","1989","Persons",31238
"K-3806 Porsgrunn","1990","Persons",31209
"K-3806 Porsgrunn","1991","Persons",31260
"K-3806 Porsgrunn","1992","Persons",31151
"K-3806 Porsgrunn","1993","Persons",31214
"K-3806 Porsgrunn","1994","Persons",31324
"K-3806 Porsgrunn","1995","Persons",31651
"K-3806 Porsgrunn","1996","Persons",31802
"K-3806 Porsgrunn","1997","Persons",31959
"K-3806 Porsgrunn","1998","Persons",32371
"K-3806 Porsgrunn","1999","Persons",32563
"K-3806 Porsgrunn","2000","Persons",32892
"K-3806 Porsgrunn","2001","Persons",33146
"K-3806 Porsgrunn","2002","Persons",33122
"K-3806 Porsgrunn","2003","Persons",33204
"K-3806 Porsgrunn","2004","Persons",33323
"K-3806 Porsgrunn","2005","Persons",33407
"K-3806 Porsgrunn","2006","Persons",33550
"K-3806 Porsgrunn","2007","Persons",33977
"K-3806 Porsgrunn","2008","Persons",34186
"K-3806 Porsgrunn","2009","Persons",34377
"K-3806 Porsgrunn","2010","Persons",34623
"K-3806 Porsgrunn","2011","Persons",35043
"K-3806 Porsgrunn","2012","Persons",35219
"K-3806 Porsgrunn","2013","Persons",35392
"K-3806 Porsgrunn","2014","Persons",35516
"K-3806 Porsgrunn","2015","Persons",35755
"K-3806 Porsgrunn","2016","Persons",35955
"K-3806 Porsgrunn","2017","Persons",36198
"K-3806 Porsgrunn","2018","Persons",36091
"K-3806 Porsgrunn","2019","Persons",36224
"K-3806 Porsgrunn","2020","Persons",36397
"K-3807 Skien","1986","Persons",47020
"K-3807 Skien","1987","Persons",47258
"K-3807 Skien","1988","Persons",47531
"K-3807 Skien","1989","Persons",47553
"K-3807 Skien","1990","Persons",47679
"K-3807 Skien","1991","Persons",47868
"K-3807 Skien","1992","Persons",48192
"K-3807 Skien","1993","Persons",48384
"K-3807 Skien","1994","Persons",48287
"K-3807 Skien","1995","Persons",48319
"K-3807 Skien","1996","Persons",48495
"K-3807 Skien","1997","Persons",48847
"K-3807 Skien","1998","Persons",49035
"K-3807 Skien","1999","Persons",49498
"K-3807 Skien","2000","Persons",49592
"K-3807 Skien","2001","Persons",49740
"K-3807 Skien","2002","Persons",49936
"K-3807 Skien","2003","Persons",50272
"K-3807 Skien","2004","Persons",50507
"K-3807 Skien","2005","Persons",50676
"K-3807 Skien","2006","Persons",50761
"K-3807 Skien","2007","Persons",50696
"K-3807 Skien","2008","Persons",50864
"K-3807 Skien","2009","Persons",51359
"K-3807 Skien","2010","Persons",51668
"K-3807 Skien","2011","Persons",52077
"K-3807 Skien","2012","Persons",52509
"K-3807 Skien","2013","Persons",53015
"K-3807 Skien","2014","Persons",53439
"K-3807 Skien","2015","Persons",53745
"K-3807 Skien","2016","Persons",53952
"K-3807 Skien","2017","Persons",54316
"K-3807 Skien","2018","Persons",54510
"K-3807 Skien","2019","Persons",54645
"K-3807 Skien","2020","Persons",54942
"K-3808 Notodden","1986","Persons",12625
"K-3808 Notodden","1987","Persons",12491
"K-3808 Notodden","1988","Persons",12494
"K-3808 Notodden","1989","Persons",12514
"K-3808 Notodden","1990","Persons",12483
"K-3808 Notodden","1991","Persons",12426
"K-3808 Notodden","1992","Persons",12381
"K-3808 Notodden","1993","Persons",12322
"K-3808 Notodden","1994","Persons",12263
"K-3808 Notodden","1995","Persons",12184
"K-3808 Notodden","1996","Persons",12186
"K-3808 Notodden","1997","Persons",12171
"K-3808 Notodden","1998","Persons",12149
"K-3808 Notodden","1999","Persons",12203
"K-3808 Notodden","2000","Persons",12272
"K-3808 Notodden","2001","Persons",12256
"K-3808 Notodden","2002","Persons",12340
"K-3808 Notodden","2003","Persons",12402
"K-3808 Notodden","2004","Persons",12322
"K-3808 Notodden","2005","Persons",12359
"K-3808 Notodden","2006","Persons",12314
"K-3808 Notodden","2007","Persons",12221
"K-3808 Notodden","2008","Persons",12232
"K-3808 Notodden","2009","Persons",12313
"K-3808 Notodden","2010","Persons",12390
"K-3808 Notodden","2011","Persons",12396
"K-3808 Notodden","2012","Persons",12469
"K-3808 Notodden","2013","Persons",12497
"K-3808 Notodden","2014","Persons",12609
"K-3808 Notodden","2015","Persons",12599
"K-3808 Notodden","2016","Persons",12717
"K-3808 Notodden","2017","Persons",12757
"K-3808 Notodden","2018","Persons",12664
"K-3808 Notodden","2019","Persons",12682
"K-3808 Notodden","2020","Persons",13049
"K-3811 Faerder","1986","Persons",20840
"K-3811 Faerder","1987","Persons",21036
"K-3811 Faerder","1988","Persons",21372
"K-3811 Faerder","1989","Persons",21682
"K-3811 Faerder","1990","Persons",21864
"K-3811 Faerder","1991","Persons",21934
"K-3811 Faerder","1992","Persons",22102
"K-3811 Faerder","1993","Persons",22263
"K-3811 Faerder","1994","Persons",22491
"K-3811 Faerder","1995","Persons",22816
"K-3811 Faerder","1996","Persons",22956
"K-3811 Faerder","1997","Persons",23229
"K-3811 Faerder","1998","Persons",23668
"K-3811 Faerder","1999","Persons",23833
"K-3811 Faerder","2000","Persons",24106
"K-3811 Faerder","2001","Persons",24282
"K-3811 Faerder","2002","Persons",24330
"K-3811 Faerder","2003","Persons",24468
"K-3811 Faerder","2004","Persons",24603
"K-3811 Faerder","2005","Persons",24604
"K-3811 Faerder","2006","Persons",24648
"K-3811 Faerder","2007","Persons",24798
"K-3811 Faerder","2008","Persons",24955
"K-3811 Faerder","2009","Persons",25263
"K-3811 Faerder","2010","Persons",25398
"K-3811 Faerder","2011","Persons",25635
"K-3811 Faerder","2012","Persons",25808
"K-3811 Faerder","2013","Persons",25965
"K-3811 Faerder","2014","Persons",26330
"K-3811 Faerder","2015","Persons",26445
"K-3811 Faerder","2016","Persons",26592
"K-3811 Faerder","2017","Persons",26676
"K-3811 Faerder","2018","Persons",26734
"K-3811 Faerder","2019","Persons",26700
"K-3811 Faerder","2020","Persons",26730
"K-3812 Siljan","1986","Persons",2124
"K-3812 Siljan","1987","Persons",2133
"K-3812 Siljan","1988","Persons",2180
"K-3812 Siljan","1989","Persons",2200
"K-3812 Siljan","1990","Persons",2187
"K-3812 Siljan","1991","Persons",2217
"K-3812 Siljan","1992","Persons",2242
"K-3812 Siljan","1993","Persons",2277
"K-3812 Siljan","1994","Persons",2278
"K-3812 Siljan","1995","Persons",2278
"K-3812 Siljan","1996","Persons",2254
"K-3812 Siljan","1997","Persons",2274
"K-3812 Siljan","1998","Persons",2270
"K-3812 Siljan","1999","Persons",2266
"K-3812 Siljan","2000","Persons",2269
"K-3812 Siljan","2001","Persons",2318
"K-3812 Siljan","2002","Persons",2328
"K-3812 Siljan","2003","Persons",2343
"K-3812 Siljan","2004","Persons",2349
"K-3812 Siljan","2005","Persons",2372
"K-3812 Siljan","2006","Persons",2362
"K-3812 Siljan","2007","Persons",2362
"K-3812 Siljan","2008","Persons",2380
"K-3812 Siljan","2009","Persons",2404
"K-3812 Siljan","2010","Persons",2412
"K-3812 Siljan","2011","Persons",2419
"K-3812 Siljan","2012","Persons",2432
"K-3812 Siljan","2013","Persons",2426
"K-3812 Siljan","2014","Persons",2404
"K-3812 Siljan","2015","Persons",2361
"K-3812 Siljan","2016","Persons",2335
"K-3812 Siljan","2017","Persons",2357
"K-3812 Siljan","2018","Persons",2351
"K-3812 Siljan","2019","Persons",2329
"K-3812 Siljan","2020","Persons",2340
"K-3813 Bamble","1986","Persons",13331
"K-3813 Bamble","1987","Persons",13384
"K-3813 Bamble","1988","Persons",13661
"K-3813 Bamble","1989","Persons",13793
"K-3813 Bamble","1990","Persons",13797
"K-3813 Bamble","1991","Persons",13792
"K-3813 Bamble","1992","Persons",13961
"K-3813 Bamble","1993","Persons",14040
"K-3813 Bamble","1994","Persons",14083
"K-3813 Bamble","1995","Persons",14026
"K-3813 Bamble","1996","Persons",14003
"K-3813 Bamble","1997","Persons",14035
"K-3813 Bamble","1998","Persons",14070
"K-3813 Bamble","1999","Persons",14111
"K-3813 Bamble","2000","Persons",14142
"K-3813 Bamble","2001","Persons",14224
"K-3813 Bamble","2002","Persons",14159
"K-3813 Bamble","2003","Persons",14170
"K-3813 Bamble","2004","Persons",14163
"K-3813 Bamble","2005","Persons",14154
"K-3813 Bamble","2006","Persons",14104
"K-3813 Bamble","2007","Persons",14061
"K-3813 Bamble","2008","Persons",14109
"K-3813 Bamble","2009","Persons",14097
"K-3813 Bamble","2010","Persons",14107
"K-3813 Bamble","2011","Persons",14030
"K-3813 Bamble","2012","Persons",14106
"K-3813 Bamble","2013","Persons",14129
"K-3813 Bamble","2014","Persons",14193
"K-3813 Bamble","2015","Persons",14140
"K-3813 Bamble","2016","Persons",14088
"K-3813 Bamble","2017","Persons",14138
"K-3813 Bamble","2018","Persons",14183
"K-3813 Bamble","2019","Persons",14089
"K-3813 Bamble","2020","Persons",14061
"K-3814 Krageroe","1986","Persons",10855
"K-3814 Krageroe","1987","Persons",10855
"K-3814 Krageroe","1988","Persons",10870
"K-3814 Krageroe","1989","Persons",10791
"K-3814 Krageroe","1990","Persons",10780
"K-3814 Krageroe","1991","Persons",10812
"K-3814 Krageroe","1992","Persons",10769
"K-3814 Krageroe","1993","Persons",11011
"K-3814 Krageroe","1994","Persons",10930
"K-3814 Krageroe","1995","Persons",10855
